host	host_run_id	L	q	fixed_p	run_root	output_stem	seed_base	workers	completed_at
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	3	0.0600	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L3/q_0p0600	scan_result_L3_p0p0500_q0p0600_exp32_fixed_p_q_scan_common_random	202605143	96	2026-05-14T17:22:07+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	3	0.0650	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L3/q_0p0650	scan_result_L3_p0p0500_q0p0650_exp32_fixed_p_q_scan_common_random	202605143	96	2026-05-14T17:38:11+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	3	0.0700	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L3/q_0p0700	scan_result_L3_p0p0500_q0p0700_exp32_fixed_p_q_scan_common_random	202605143	96	2026-05-14T17:54:33+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	3	0.0750	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L3/q_0p0750	scan_result_L3_p0p0500_q0p0750_exp32_fixed_p_q_scan_common_random	202605143	96	2026-05-14T18:10:26+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0000	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0000	scan_result_L4_p0p0500_q0p0000_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T18:11:43+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0050	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0050	scan_result_L4_p0p0500_q0p0050_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T18:30:54+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0100	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0100	scan_result_L4_p0p0500_q0p0100_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T18:50:08+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0150	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0150	scan_result_L4_p0p0500_q0p0150_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T19:09:17+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0200	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0200	scan_result_L4_p0p0500_q0p0200_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T19:28:22+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0250	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0250	scan_result_L4_p0p0500_q0p0250_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T19:47:34+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0300	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0300	scan_result_L4_p0p0500_q0p0300_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T20:06:42+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0350	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0350	scan_result_L4_p0p0500_q0p0350_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T20:25:53+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0400	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0400	scan_result_L4_p0p0500_q0p0400_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T20:45:11+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0450	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0450	scan_result_L4_p0p0500_q0p0450_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T21:04:17+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0500	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0500	scan_result_L4_p0p0500_q0p0500_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T21:23:36+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0550	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0550	scan_result_L4_p0p0500_q0p0550_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T21:42:54+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0600	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0600	scan_result_L4_p0p0500_q0p0600_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T22:02:09+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0650	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0650	scan_result_L4_p0p0500_q0p0650_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T22:21:22+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0700	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0700	scan_result_L4_p0p0500_q0p0700_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T22:40:44+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	4	0.0750	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L4/q_0p0750	scan_result_L4_p0p0500_q0p0750_exp32_fixed_p_q_scan_common_random	302605143	96	2026-05-14T23:00:13+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0000	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0000	scan_result_L5_p0p0500_q0p0000_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-14T23:01:43+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0050	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0050	scan_result_L5_p0p0500_q0p0050_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-14T23:26:38+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0100	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0100	scan_result_L5_p0p0500_q0p0100_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-14T23:51:32+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0150	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0150	scan_result_L5_p0p0500_q0p0150_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T00:16:16+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0200	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0200	scan_result_L5_p0p0500_q0p0200_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T00:41:05+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0250	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0250	scan_result_L5_p0p0500_q0p0250_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T01:05:53+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0300	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0300	scan_result_L5_p0p0500_q0p0300_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T01:30:36+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0350	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0350	scan_result_L5_p0p0500_q0p0350_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T01:55:26+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0400	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0400	scan_result_L5_p0p0500_q0p0400_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T02:20:16+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0450	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0450	scan_result_L5_p0p0500_q0p0450_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T02:45:10+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0500	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0500	scan_result_L5_p0p0500_q0p0500_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T03:10:21+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0550	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0550	scan_result_L5_p0p0500_q0p0550_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T03:35:37+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0600	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0600	scan_result_L5_p0p0500_q0p0600_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T04:00:52+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0650	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0650	scan_result_L5_p0p0500_q0p0650_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T04:25:53+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0700	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0700	scan_result_L5_p0p0500_q0p0700_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T04:50:46+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	5	0.0750	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L5/q_0p0750	scan_result_L5_p0p0500_q0p0750_exp32_fixed_p_q_scan_common_random	402605143	96	2026-05-15T05:15:40+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0000	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0000	scan_result_L6_p0p0500_q0p0000_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T05:17:30+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0050	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0050	scan_result_L6_p0p0500_q0p0050_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T05:50:37+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0100	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0100	scan_result_L6_p0p0500_q0p0100_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T06:23:43+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0150	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0150	scan_result_L6_p0p0500_q0p0150_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T06:57:10+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0200	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0200	scan_result_L6_p0p0500_q0p0200_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T07:30:14+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0250	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0250	scan_result_L6_p0p0500_q0p0250_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T08:03:18+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0300	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0300	scan_result_L6_p0p0500_q0p0300_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T08:36:16+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0350	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0350	scan_result_L6_p0p0500_q0p0350_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T09:09:21+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0400	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0400	scan_result_L6_p0p0500_q0p0400_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T09:42:59+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0450	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0450	scan_result_L6_p0p0500_q0p0450_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T10:16:00+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0500	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0500	scan_result_L6_p0p0500_q0p0500_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T10:49:16+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0550	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0550	scan_result_L6_p0p0500_q0p0550_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T11:22:38+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0600	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0600	scan_result_L6_p0p0500_q0p0600_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T11:55:43+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0650	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0650	scan_result_L6_p0p0500_q0p0650_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T12:29:28+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0700	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0700	scan_result_L6_p0p0500_q0p0700_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T13:02:45+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	6	0.0750	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L6/q_0p0750	scan_result_L6_p0p0500_q0p0750_exp32_fixed_p_q_scan_common_random	502605143	96	2026-05-15T13:36:00+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0000	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0000	scan_result_L7_p0p0500_q0p0000_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T13:38:18+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0050	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0050	scan_result_L7_p0p0500_q0p0050_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T14:22:38+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0100	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0100	scan_result_L7_p0p0500_q0p0100_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T15:07:17+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0150	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0150	scan_result_L7_p0p0500_q0p0150_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T15:51:32+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0200	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0200	scan_result_L7_p0p0500_q0p0200_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T16:36:03+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0250	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0250	scan_result_L7_p0p0500_q0p0250_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T17:20:30+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0300	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0300	scan_result_L7_p0p0500_q0p0300_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T18:04:44+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0350	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0350	scan_result_L7_p0p0500_q0p0350_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T18:49:05+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0400	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0400	scan_result_L7_p0p0500_q0p0400_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T19:33:21+08:00
nd-3	3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3	7	0.0450	0.0500	/home/DATA1/users/yuany/.single_shot/runs/3d_toric_exp32_fixed_p050_q000_075_L34567_20260514_140000_nd3/L7/q_0p0450	scan_result_L7_p0p0500_q0p0450_exp32_fixed_p_q_scan_common_random	602605143	96	2026-05-15T20:17:20+08:00
