run,canonical_source,input_sha256,source_git_sha,lattice_size,p,num_disorder,q_top_mean,q_top_std,q_top_sem,q_top_ci95_low,q_top_ci95_high,four_start_spread_mean,four_start_spread_std,four_start_spread_sem,four_start_spread_ci95_low,four_start_spread_ci95_high
q0_threshold_deep_nd3_20260420_221142,data/2d_toric_code/without_measurement_noise/q0_threshold_deep_nd3_20260420_221142/scan_result_multi_L_q0_geometric_multistart_threshold_deep.npz,f3821be7f779119603f1464b9f201ece184106d515f9f19baf5fc2db9a5f4f61,a15c3326fcc07844e06cc02ff176cf39ab7c0bbb,7,0.115,512,0.41147609863281254,0.30182891292530623,0.013339079442978,0.38533198333765706,0.43762021392796802,0.08530761718749999,0.060490756425096458,0.0026733390042055888,0.080067969020790858,0.090547265354209122
q0_threshold_deep_nd3_20260420_221142,data/2d_toric_code/without_measurement_noise/q0_threshold_deep_nd3_20260420_221142/scan_result_multi_L_q0_geometric_multistart_threshold_deep.npz,f3821be7f779119603f1464b9f201ece184106d515f9f19baf5fc2db9a5f4f61,a15c3326fcc07844e06cc02ff176cf39ab7c0bbb,7,0.1175,512,0.43068850097656253,0.29601540194416565,0.013082156128148816,0.4050479461252609,0.45632905582786415,0.087384667968749996,0.066751770434342453,0.0029500393456457024,0.081602697098308308,0.093166638839191684
q0_threshold_deep_nd3_20260420_221142,data/2d_toric_code/without_measurement_noise/q0_threshold_deep_nd3_20260420_221142/scan_result_multi_L_q0_geometric_multistart_threshold_deep.npz,f3821be7f779119603f1464b9f201ece184106d515f9f19baf5fc2db9a5f4f61,a15c3326fcc07844e06cc02ff176cf39ab7c0bbb,7,0.12,512,0.39444636433919272,0.29761451218302082,0.013152827484008773,0.36866729617566696,0.42022543250271849,0.084848111979166668,0.056507222036919179,0.0024972899930199664,0.079953513533895251,0.089742710424438085
q0_threshold_deep_nd3_20260420_221142,data/2d_toric_code/without_measurement_noise/q0_threshold_deep_nd3_20260420_221142/scan_result_multi_L_q0_geometric_multistart_threshold_deep.npz,f3821be7f779119603f1464b9f201ece184106d515f9f19baf5fc2db9a5f4f61,a15c3326fcc07844e06cc02ff176cf39ab7c0bbb,7,0.1225,512,0.36210689493815107,0.28198493498549621,0.012462091232543255,0.33768164495031394,0.3865321449259882,0.083452962239583331,0.057406454195251054,0.0025370308153335594,0.078480473213861271,0.088425451265305391
q0_threshold_deep_nd3_20260420_221142,data/2d_toric_code/without_measurement_noise/q0_threshold_deep_nd3_20260420_221142/scan_result_multi_L_q0_geometric_multistart_threshold_deep.npz,f3821be7f779119603f1464b9f201ece184106d515f9f19baf5fc2db9a5f4f61,a15c3326fcc07844e06cc02ff176cf39ab7c0bbb,7,0.125,512,0.34162059529622396,0.27567337195467662,0.012183156918857078,0.31774204651726412,0.3654991440751838,0.082551855468750004,0.054884989164440241,0.0024255967514703672,0.077797773194850733,0.087305937742649276
q0_control_extension_nd3_20260421_225303,data/2d_toric_code/without_measurement_noise/q0_control_extension_nd3_20260421_225303/scan_result_multi_L_q0_control_extension.npz,06254aa73b3e5c4596bdaf94d076e2c26c7427e43e8ba3b70789b49d199094ee,a197215bd18e9ffc160b4864b7f54239ff4e39da,9,0.095,1024,0.67978766366464116,0.29836102545038673,0.0093237820453245853,0.66151338665610382,0.6980619406731785,0.092598401331018515,0.087435739596126383,0.0027323668623789495,0.08724306068820506,0.09795374197383197
q0_control_extension_nd3_20260421_225303,data/2d_toric_code/without_measurement_noise/q0_control_extension_nd3_20260421_225303/scan_result_multi_L_q0_control_extension.npz,06254aa73b3e5c4596bdaf94d076e2c26c7427e43e8ba3b70789b49d199094ee,a197215bd18e9ffc160b4864b7f54239ff4e39da,9,0.0975,1024,0.64585906801576964,0.307708681995285,0.0096158963123526564,0.62701225756448697,0.66470587846705231,0.096367469618055562,0.091919557873539712,0.002872486183548116,0.090737500152212339,0.10199743908389879
q0_control_extension_nd3_20260421_225303,data/2d_toric_code/without_measurement_noise/q0_control_extension_nd3_20260421_225303/scan_result_multi_L_q0_control_extension.npz,06254aa73b3e5c4596bdaf94d076e2c26c7427e43e8ba3b70789b49d199094ee,a197215bd18e9ffc160b4864b7f54239ff4e39da,9,0.1,1024,0.61273219898365161,0.31745847821566309,0.0099205774442394715,0.59328822448710183,0.63217617348020139,0.094645847800925928,0.088862250477066529,0.002776945327408329,0.089203134972168807,0.10008856062968305
q0_control_extension_nd3_20260421_225303,data/2d_toric_code/without_measurement_noise/q0_control_extension_nd3_20260421_225303/scan_result_multi_L_q0_control_extension.npz,06254aa73b3e5c4596bdaf94d076e2c26c7427e43e8ba3b70789b49d199094ee,a197215bd18e9ffc160b4864b7f54239ff4e39da,9,0.1025,1024,0.58902375171802668,0.31891081488299439,0.0099659629650935746,0.5694908232351833,0.60855668020087006,0.091119343171296302,0.080717897438915678,0.0025224342949661149,0.086175462799794031,0.096063223542798573
q0_control_extension_nd3_20260421_225303,data/2d_toric_code/without_measurement_noise/q0_control_extension_nd3_20260421_225303/scan_result_multi_L_q0_control_extension.npz,06254aa73b3e5c4596bdaf94d076e2c26c7427e43e8ba3b70789b49d199094ee,a197215bd18e9ffc160b4864b7f54239ff4e39da,9,0.105,1024,0.57470379050925924,0.318954250035617,0.0099673203136130314,0.55516820167220327,0.59423937934631521,0.090509628182870352,0.075704328451941139,0.0023657602641231606,0.085872823269132995,0.09514643309660771
q0_control_extension_nd3_20260421_225303,data/2d_toric_code/without_measurement_noise/q0_control_extension_nd3_20260421_225303/scan_result_multi_L_q0_control_extension.npz,06254aa73b3e5c4596bdaf94d076e2c26c7427e43e8ba3b70789b49d199094ee,a197215bd18e9ffc160b4864b7f54239ff4e39da,9,0.1075,1024,0.53452300211588544,0.31758407929019428,0.0099245024778185711,0.51507133469488253,0.55397466953688834,0.089809100115740753,0.071182134920816237,0.0022244417162755074,0.085449274466132291,0.094168925765349215
