config,k,p_k,q_k,swap_acceptance_to_k_plus_1,winding_acceptance_rate_mean,winding_accepted_per_chain_mean,winding_attempted_per_chain_mean,sector_flips_per_chain_mean,sector_flip_rate_per_diagnostic_interval,chains_with_sector_flip,num_chains,diagnostic_samples_mean,diagnostic_stride,num_measurements
I_pilot3_qhot032_wr1_m128,13,0.2436383790634235,0.2809687853729252,0.2259552042160738,8.234519104084322e-05,2.25,27324.0,74.25,0.5846456692913385,4,4,128.0,1,128
I_pilot3_qhot032_wr1_m128,14,0.25872956222519133,0.29461098862658663,0.27140974967061926,0.00021958717610891525,6.0,27324.0,94.25,0.7421259842519685,4,4,128.0,1,128
I_pilot3_qhot032_wr1_m128,15,0.27328581768469024,0.30762592490007873,0.3204874835309618,0.0015005123700775874,41.0,27324.0,94.5,0.7440944881889764,4,4,128.0,1,128
I_pilot3_qhot032_wr1_m128,16,0.2872597003853142,0.32000000000000006,,0.0032938076416337285,90.0,27324.0,95.5,0.7519685039370079,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,0,0.05000000000000001,0.08000000000000002,0.7980895915678524,9.149465671204801e-06,1.0,109296.0,0.0,0.0,0,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,1,0.06089085027766174,0.09369542304279663,0.7631752305665349,9.149465671204801e-06,1.0,109296.0,0.0,0.0,0,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,2,0.0729633685509879,0.10826739206030414,0.7549407114624506,9.149465671204801e-06,1.0,109296.0,0.0,0.0,0,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,3,0.08612040338074055,0.12355502105019264,0.6966403162055336,9.149465671204801e-06,1.0,109296.0,0.0,0.0,0,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,4,0.10023403916322415,0.13938654934025893,0.6538208168642952,9.149465671204801e-06,1.0,109296.0,0.0,0.0,0,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,5,0.11515281272540166,0.15558735970110701,0.5935441370223978,9.149465671204801e-06,1.0,109296.0,0.5,0.003937007874015748,1,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,6,0.13070985563006426,0.1719871067389061,0.5276679841897234,9.149465671204801e-06,1.0,109296.0,1.0,0.007874015748031496,1,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,7,0.146731153249344,0.18842555214865583,0.47035573122529645,9.149465671204801e-06,1.0,109296.0,1.0,0.007874015748031496,2,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,8,0.16304322119019324,0.2047569127894798,0.39624505928853754,1.60115649246084e-05,1.75,109296.0,2.0,0.015748031496062992,3,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,9,0.17947968176590667,0.22085271061574663,0.33399209486166004,9.149465671204801e-06,1.0,109296.0,5.5,0.04330708661417323,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,10,0.19588643394366193,0.23660325120917824,0.2723978919631094,1.3724198506807203e-05,1.5,109296.0,7.5,0.05905511811023622,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,11,0.21212531086375094,0.2519179441722128,0.2503293807641634,9.149465671204801e-06,1.0,109296.0,23.25,0.1830708661417323,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,12,0.22807628295184862,0.2667247181192231,0.2042160737812912,1.1436832089006001e-05,1.25,109296.0,47.25,0.3720472440944882,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,13,0.2436383790634235,0.2809687853729252,0.22200263504611334,6.63336261162348e-05,7.25,109296.0,73.5,0.578740157480315,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,14,0.25872956222519133,0.29461098862658663,0.2723978919631094,0.00023331137461572244,25.5,109296.0,93.5,0.7362204724409448,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,15,0.27328581768469024,0.30762592490007873,0.3010540184453228,0.0011230969111403896,122.75,109296.0,96.5,0.7598425196850394,4,4,128.0,1,128
J_pilot3_qhot032_wr4_m128,16,0.2872597003853142,0.32000000000000006,,0.0032389108476065,354.0,109296.0,93.5,0.7362204724409449,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,0,0.05000000000000001,0.08000000000000002,0.7509881422924902,3.6597862684819206e-05,1.0,27324.0,0.0,0.0,0,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,1,0.06283285692551613,0.0960793318586155,0.727931488801054,3.6597862684819206e-05,1.0,27324.0,0.0,0.0,0,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,2,0.07725602833341093,0.11331750116189565,0.6959815546772069,3.6597862684819206e-05,1.0,27324.0,0.0,0.0,0,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,3,0.09310209544943875,0.13145348801824794,0.6241765480895916,3.6597862684819206e-05,1.0,27324.0,0.0,0.0,0,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,4,0.11015085227031185,0.15021112181699375,0.5576416337285903,3.6597862684819206e-05,1.0,27324.0,0.0,0.0,0,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,5,0.12814588345397082,0.1693157152362034,0.48913043478260865,3.6597862684819206e-05,1.0,27324.0,0.5,0.003937007874015748,1,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,6,0.14681245189611616,0.18850791309668907,0.3830698287220026,3.6597862684819206e-05,1.0,27324.0,0.0,0.0,0,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,7,0.16587448906125732,0.20755392628727212,0.29907773386034253,3.6597862684819206e-05,1.0,27324.0,2.0,0.015748031496062992,2,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,8,0.18506902541390743,0.22625198267365218,0.24242424242424243,2.7448397013614406e-05,0.75,27324.0,4.5,0.03543307086614173,3,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,9,0.2041571027257682,0.2444353269827505,0.17391304347826086,3.6597862684819206e-05,1.0,27324.0,10.0,0.07874015748031496,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,10,0.22293089113339257,0.26197240125795757,0.14097496706192358,3.6597862684819206e-05,1.0,27324.0,31.75,0.25,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,11,0.2412172677198619,0.27876495332695184,0.15217391304347827,8.234519104084322e-05,2.25,27324.0,63.75,0.5019685039370079,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,12,0.2588784490212289,0.2947447996827083,0.18972332015810275,0.00022873664178012004,6.25,27324.0,88.75,0.6988188976377954,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,13,0.27581041575712545,0.30986986548357415,0.26515151515151514,0.0012992241253110817,35.5,27324.0,91.0,0.7165354330708662,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,14,0.2919398675782645,0.32411998496211214,0.3257575757575758,0.004501537110232762,123.0,27324.0,94.5,0.7440944881889764,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,15,0.3072203529656482,0.33749280375239565,0.38998682476943347,0.010842116820377692,296.25,27324.0,94.5,0.7440944881889764,4,4,128.0,1,128
K_pilot3_qhot035_wr1_m128,16,0.321628083530623,0.3499999999999999,,0.020778436539306104,567.75,27324.0,92.25,0.7263779527559056,4,4,128.0,1,128
